-1.122766833874496228e+01,-1.144703548523696668e+01,-1.186884468170913465e+01,-4.411611283074650114e-01,-1.816115351940277289e+00,-1.897414180065277289e+00
-1.150719078091720782e+01,-1.165516539124588213e+01,-1.289436264542678856e+01,-4.550292792234125194e-01,-1.909878522387475019e+00,-1.943234235278100019e+00
-1.188872722651091784e+01,-1.220513890053359241e+01,-1.242702458168593616e+01,-5.796762385740283907e-01,-2.471277801074028169e+00,-2.176554290331840669e+00
-1.300857984866382289e+01,-1.209921288336993861e+01,-1.086743616904498744e+01,-5.871509565546306764e-01,-3.081688310070255454e+00,-2.449272538585880454e+00
-1.346584870068638118e+01,-1.273630596844761342e+01,-1.141109253613559993e+01,-5.424100982042878716e-01,-2.930441104063662205e+00,-2.448217593321475150e+00
-1.287931779298896728e+01,-1.298049620065803467e+01,-1.141495874796027898e+01,-6.340370375464434716e-01,-2.748294850046443472e+00,-2.276721974069880972e+00
-1.308830766599980677e+01,-1.367765788954106831e+01,-1.312645749967900599e+01,-6.297930050498528054e-01,-2.785585241377978249e+00,-2.177659826338915749e+00
-1.368551152936709236e+01,-1.354884034387362490e+01,-1.417866784326327334e+01,-9.163662331363967573e-01,-3.308639182355146868e+00,-1.694045676495772090e+00
-1.188440353756324441e+01,-1.003492481594458852e+01,-1.117533523922340066e+01,-1.387219856571706433e+00,-3.556867073368580989e+00,-1.175275276493581433e+00
-1.074043377241357256e+01,-1.234001811346276689e+01,-1.132516272863610673e+01,-1.471385247426099774e+00,-2.863383538441724774e+00,-1.478892571644849774e+00
-1.281481393912597611e+01,-1.430415948966308903e+01,-1.216037782767578612e+01,-1.620537820738644941e+00,-2.211464944762082219e+00,-1.785698953551144941e+00
-1.378444823920808560e+01,-1.294123444259248501e+01,-1.309058031737886374e+01,-1.808035730806223151e+00,-9.896153206499728183e-01,-1.534308313814035429e+00
-1.444384274565800652e+01,-1.113580451094731494e+01,-1.322840056502446338e+01,-2.200077708097589735e+00,2.567246600664730427e-01,-9.942366436444644018e-01
-1.559092364599106872e+01,-1.245055756856797302e+01,-1.357933554937241283e+01,-2.804094782886187964e+00,6.199774827388122578e-01,-2.741265211674376867e-01
-1.412861380893596674e+01,-1.434224067050823237e+01,-1.385016093570598450e+01,-2.836059855562648391e+00,-1.219757365328273391e+00,6.430508622107891092e-01
-1.185031674077176156e+01,-1.141111455132626595e+01,-1.261805472542904560e+01,-2.560178858744165176e+00,-2.917799098001977676e+00,1.741319554341772324e+00
-5.811467026116127421e+00,-8.983842228295081611e+00,-1.023696646535562671e+01,-1.878414072704180704e+00,-3.918086924266680704e+00,2.048114857959881796e+00
-2.303751319060010516e+00,-8.803821890959426355e+00,-1.140869650186030348e+01,-1.240335199591138693e+00,-4.003320429083326637e+00,7.047941949401113071e-01
-5.256967865033470133e+00,-1.110396321873219883e+01,-1.362737401585133945e+01,-1.156196145655044694e+00,-4.623328714014419916e+00,-9.772715851081695826e-01
-9.016326024159248220e+00,-1.103750879965668474e+01,-1.067903931342011248e+01,-8.632558220287170903e-01,-7.029774987067778369e+00,-1.559987389411529701e+00
-1.258749682075991316e+01,-7.595393959355497771e+00,-2.722588840794706755e+00,6.547363816394011771e-01,-8.082263130079349267e+00,-2.434573310743411767e+00
-1.047907333726352341e+01,-1.269071560258334941e+01,-3.812983802504001929e+00,3.126128243669616502e+00,-8.978165579572571886e+00,-3.459382010236633054e+00
-1.483689478799507810e+01,-1.564477185174630236e+01,-5.786967076508262586e+00,5.431351892968172557e+00,-1.024264407871151406e+01,-3.960066564063076999e+00
-1.945178582467278616e+01,-1.815833880700310843e+01,-6.841399929897396426e+00,7.266787944769441232e+00,-1.162963539507430966e+01,-3.996288837457122156e+00
-2.164839292022762152e+01,-1.990495706054744929e+01,-6.623919729920003441e+00,8.807149533839037758e+00,-1.314232861557502474e+01,-3.602167482762524742e+00
-2.281528972120504761e+01,-2.100341533155661367e+01,-4.962532267286597687e+00,1.005881483400508358e+01,-1.382517259275272536e+01,-2.994972397440228473e+00
-2.614155789645891304e+01,-2.410818787845354549e+01,-7.492249214970873261e+00,1.123592569097069926e+01,-1.280891989008398824e+01,-1.947835905708988902e+00
-2.149661654388964749e+01,-2.635472792542040921e+01,-1.151416796600878456e+01,1.077145024438431342e+01,-1.002113703588912230e+01,7.403203149368842162e-02
-8.066191829268802849e+00,-2.214041820866333055e+01,-7.607503093306887898e+00,8.556761174909985002e+00,-4.471116632707202498e+00,1.480162053816235224e+00
-1.554733406221938452e+00,-1.883358491531617673e+01,-1.132070220581300468e+01,6.894928550907082787e+00,1.667984581180520509e+00,1.213837242313333009e+00
-5.213926417266206315e+00,-1.616021357241757528e+01,-2.217786417666562571e+01,6.192904276672476449e+00,3.505556864563101005e+00,6.982295940552887270e-01
-9.122116161168758453e+00,-1.234672637063378531e+01,-2.728576190549248537e+01,5.136158933260846382e+00,1.633870114901471604e+00,6.055498024014716041e-01
-6.878606360311253276e+00,-9.944178860540132447e+00,-2.335232643401120356e+01,3.052481827312812701e+00,6.985542150081256452e-01,5.309669347346881452e-01
-5.037584312514792551e+00,-8.770066030578147931e+00,-1.893567467506362334e+01,1.324609164883057799e+00,1.117181186367432799e+00,-1.817079737888172009e-01
-6.974687072222807593e+00,-9.955929013674833072e+00,-1.851963040489492585e+01,5.906329869871997928e-01,1.252467703784074793e+00,-1.225681710278425207e+00
-9.615309889755788930e+00,-1.138412302299553680e+01,-1.830911057754571303e+01,4.946686784398335313e-02,1.012769480148670853e+00,-1.831835012038828703e+00
-1.069775213492581756e+01,-1.197931517852017791e+01,-1.712175168288419158e+01,-4.448395099294096267e-01,6.537627849924654289e-01,-1.904281648601284793e+00
-1.027945742650737238e+01,-1.153512225194682372e+01,-1.582432923360575927e+01,-6.855905896923601972e-01,1.328298204638898028e-01,-1.852094495942359975e+00
-9.713290029942408310e+00,-1.068165021556557726e+01,-1.503457050937356065e+01,-7.516590521089361321e-01,-3.082081243745611321e-01,-1.987407343124560910e+00
-9.397513161249664293e+00,-1.029646659905484007e+01,-1.448820282036831308e+01,-8.869566403432063151e-01,-4.466947995228938151e-01,-2.296349950890081093e+00
-9.673335755213145148e+00,-1.074355789457166388e+01,-1.343756266866529181e+01,-1.095755815332675853e+00,-3.849251268561135753e-01,-2.674521684473301075e+00
-1.015924135522890381e+01,-1.145785037355471125e+01,-1.219803778009462647e+01,-1.243840268483601186e+00,-1.963854344992261580e-01,-2.976002744069538686e+00
-1.010434065999696074e+01,-1.173336993398377714e+01,-1.204470978917786894e+01,-1.162905556436612420e+00,-1.186398093662999198e-01,-3.221026283975674698e+00
-9.679365214012003449e+00,-1.221416002144608726e+01,-1.250673442711625150e+01,-9.669043159104657725e-01,-2.464758491135908003e-01,-3.523575458488590773e+00
-8.440975192597591104e+00,-1.257245481353112382e+01,-1.242345667224236472e+01,-9.232468252254791841e-01,-1.825852041317292951e-01,-3.878324950225479295e+00
-6.038690516102900752e+00,-1.208881700908004220e+01,-1.312389893208800729e+01,-9.307062777410337606e-01,7.945607577459123938e-02,-4.414165750397284427e+00
-3.700091731860760902e+00,-1.203390989930880473e+01,-1.549110258848917887e+01,-9.413853345899472203e-01,1.774501146288027797e-01,-5.372919148066509720e+00
-3.369950606533830495e+00,-1.381101937503511401e+01,-1.853619082183534417e+01,-1.342994567061288169e+00,3.564072884074618308e-01,-6.680015441084724337e+00
-4.940446152420763681e+00,-1.641380669090342792e+01,-2.007460571739268929e+01,-2.391225503475374659e+00,9.742377533605626194e-01,-7.798558877498813047e+00
-6.540382576369764500e+00,-1.838391799964857398e+01,-2.006580324211072508e+01,-3.577945209261900406e+00,1.697552227261536650e+00,-8.493121600863462461e+00
-7.835993417962197505e+00,-2.063769257949173763e+01,-1.944040883467972947e+01,-4.336426999850558239e+00,1.801924440579129261e+00,-8.949067380709932351e+00
-9.745827738019658071e+00,-2.269886404630823051e+01,-1.798667818662805473e+01,-4.909560279538228933e+00,1.773148460696145845e+00,-9.156798438717915545e+00
-9.472549911847385928e+00,-2.242864513050583497e+01,-1.711733150135544435e+01,-5.397457963363981648e+00,2.275942915542268796e+00,-9.184521561996792371e+00
-8.619743275321908982e+00,-2.335795776811976054e+01,-1.887166397539514762e+01,-5.464579279843444937e+00,2.530537907656555507e+00,-9.549906428280943160e+00
-1.140635523902678727e+01,-2.661404404746794583e+01,-2.129448113548064470e+01,-5.485908970187564293e+00,2.241828456570249095e+00,-9.818367466281312517e+00
-1.440106823513676915e+01,-2.722553327152897751e+01,-2.259850099156071579e+01,-6.018545423068218270e+00,2.271646227322406730e+00,-9.243139539279155770e+00
-1.549442214821917574e+01,-2.538322229241473238e+01,-2.216321821068865816e+01,-6.802600943172914860e+00,2.498531258975522196e+00,-8.294010244930728248e+00
-1.518219911519118703e+01,-2.367063295308180670e+01,-2.154737531605788803e+01,-7.309678924056346006e+00,2.318494904068653994e+00,-7.605852019759471006e+00
-1.578765872810913962e+01,-2.446095899437500876e+01,-2.171482709740235961e+01,-7.574935615718517035e+00,1.565338432133044355e+00,-7.201064766109142035e+00
-1.696451278277998753e+01,-2.457263322421675156e+01,-2.139917989322310277e+01,-7.877484787690686829e+00,5.767541039108756706e-01,-6.549146164643811829e+00
-1.504754221067656594e+01,-2.383261143789519210e+01,-2.106081139669646163e+01,-8.298274315949420554e+00,-7.931931391916071661e-01,-5.566981591340044666e+00
-1.185486200775535792e+01,-2.235538795914085242e+01,-1.736785152878196925e+01,-8.795769776666597650e+00,-2.443291749322848094e+00,-4.787224854791597650e+00
-9.519782253591019483e+00,-2.196530074724336146e+01,-1.334785241731782435e+01,-8.883139504803164499e+00,-3.598059548748478331e+00,-4.380301370037540387e+00
-9.726038557238176452e+00,-2.228898916835268196e+01,-1.081865368480165301e+01,-8.490071000359126430e+00,-4.441761674187250541e+00,-4.092701615593501430e+00
-9.215780271724232975e+00,-2.139598180218077417e+01,-7.336784853175648102e+00,-7.826418389311050383e+00,-5.084124077787612883e+00,-3.543032158842300383e+00
-8.990855141037291887e+00,-1.919509784733612179e+01,-1.534869118088074913e+00,-6.765426910916755077e+00,-5.365371979276129188e+00,-3.177658356229255521e+00
-1.265760810345561893e+01,-1.772729284733684807e+01,3.116764235793036519e+00,-5.236784065176247616e+00,-4.715574348379372616e+00,-3.058363044668434672e+00
-1.568601534573159384e+01,-1.686119005886636657e+01,3.831149361452241386e+00,-3.162731063027030665e+00,-3.731273543495780665e+00,-2.496974837441093165e+00
-1.508094799785490459e+01,-1.608035457401152613e+01,-1.099601390646652632e+00,-1.090799032398800161e+00,-2.767221151539424717e+00,-1.521218954273800161e+00
-1.220169403704423949e+01,-1.515185597094316705e+01,-7.563215757930473515e+00,-3.194378383843599067e-02,-1.931006894189998491e+00,-7.744822359868734907e-01
-1.099815766671458483e+01,-1.418404524186411919e+01,-1.158389322617808581e+01,-9.694412593969370384e-02,-1.387730869103756204e+00,-5.507862890256312038e-01
-1.173921937335434684e+01,-1.325754839766922544e+01,-1.171274215568008970e+01,-6.114683936635167960e-01,-1.280154306749454296e+00,-5.806303809682042960e-01
-1.200501700581764375e+01,-1.266017266453956758e+01,-1.056404801549171601e+01,-9.204109961895984293e-01,-1.139557724705223096e+00,-5.135201270489733183e-01
-1.146348712759637323e+01,-1.225844083147668151e+01,-1.068470583277368036e+01,-8.778216161351317659e-01,-8.998858251195067659e-01,-4.368426122288817659e-01
-1.140148889339182148e+01,-1.217634999072763513e+01,-1.181776904380533644e+01,-7.031216402188726899e-01,-8.636746187344976899e-01,-4.922451753751226899e-01
-1.168108499584627324e+01,-1.218085605440568919e+01,-1.266311824856233592e+01,-6.094000576986393636e-01,-1.082071566487702086e+00,-5.455267666830143636e-01
-1.165875734471167569e+01,-1.242952241085852627e+01,-1.302175690316046719e+01,-6.690598226760000600e-01,-1.214180061933812560e+00,-5.061264730666250600e-01
-1.086947038224121265e+01,-1.241376676609893970e+01,-1.327162041714569263e+01,-8.139551831978355523e-01,-1.196081037690022830e+00,-4.400843335884605523e-01
-1.007217791817310193e+01,-1.202364412090900636e+01,-1.354435876152637164e+01,-1.031284015240714114e+00,-1.092761676373526392e+00,-5.540806461000888916e-01
-1.071323374565163533e+01,-1.191370371635475855e+01,-1.262329140956917506e+01,-1.291215386187453351e+00,-1.092774834429640851e+00,-8.406538627499533511e-01
-1.158130304011480582e+01,-1.195577017459051206e+01,-1.150006226691381528e+01,-1.359404813616185148e+00,-1.116225492327122426e+00,-1.001525174944310148e+00
-1.182556382966935615e+01,-1.201602463079392891e+01,-1.124981037927567940e+01,-1.263546999675351667e+00,-1.052319582683164167e+00,-9.983339869800391675e-01
-1.170314924057421457e+01,-1.229317275818285538e+01,-1.170075897510943186e+01,-1.169825416044646849e+00,-9.564617685837092376e-01,-9.759777597946468486e-01
-1.185665492159499834e+01,-1.261263279062881537e+01,-1.218128005606308051e+01,-1.141075756083451243e+00,-9.586111564740762425e-01,-9.919668693647012425e-01
-1.193892923565444519e+01,-1.259733656616744568e+01,-1.195674494476851990e+01,-1.153860519791770400e+00,-1.086447189713645400e+00,-9.802612766277080114e-01
-1.178218272352409990e+01,-1.241346445703697654e+01,-1.144762006426048728e+01,-1.162403339982110317e+00,-1.148243183732110317e+00,-9.419290968180478174e-01
-1.150123395820207151e+01,-1.234283008475846977e+01,-1.104604580302781791e+01,-1.129396477396664045e+00,-1.083284416849789045e+00,-9.185047537638515447e-01
-1.164022792774842685e+01,-1.244206739861176914e+01,-1.141398943859742587e+01,-1.015426479887000077e+00,-1.000198208402624855e+00,-9.227903714885623554e-01
-1.187743151505964434e+01,-1.262311327775496039e+01,-1.217185902913588080e+01,-9.110390017499984117e-01,-1.034299499796873523e+00,-8.908363650312485227e-01
-1.194222282434569671e+01,-1.279315315748320891e+01,-1.257121573949920013e+01,-8.982652929856658197e-01,-1.157893588884103098e+00,-7.811235693528533197e-01
-1.155754802259883007e+01,-1.235476157698115429e+01,-1.227806661161860546e+01,-9.121334297658824086e-01,-1.295327399492444798e+00,-6.692898018361947976e-01
